Entry Location,Entry,Enabled,Category,Description,Publisher,Image Path,Launch String,MD5,SHA-1,SHA-256
"HKLM\System\CurrentControlSet\Control\Session Manager\KnownDlls","user32",enabled,"Known DLLs","Windows XP USER API Client DLL","Microsoft Corporation","c:\windows\system32\user32.dll","user32.dll",c72661f8552ace7c5c85e16a3cf505c4,19dc0854aaeaadf26bae8b7daace8115b5209f73,
"HKLM\System\CurrentControlSet\Control\Session Manager\KnownDlls","version",enabled,"Known DLLs","Version Checking and File Installation Libraries","Microsoft Corporation","c:\windows\system32\version.dll","version.dll",d38408967be738d0c1b47005bce8ceeb,9728e8e06b4344c56550b313e9ffe6bac1e4a5ae,
"HKLM\System\CurrentControlSet\Control\Session Manager\KnownDlls","wininet",enabled,"Known DLLs","Internet Extensions for Win32","Microsoft Corporation","c:\windows\system32\wininet.dll","wininet.dll",c0823fc5469663ba63e7db88f9919d70,d9bd35cc4b1f26d788c91e2db1dcc3b47665a064,
"HKLM\System\CurrentControlSet\Control\Session Manager\KnownDlls","wldap32",enabled,"Known DLLs","Win32 LDAP API DLL","Microsoft Corporation","c:\windows\system32\wldap32.dll","wldap32.dll",10f36fa092d7a309a0647fcdc764ae6c,03caf6b28d296e5e8980218129d634126f139b40,
"HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\Shell","Explorer.exe",enabled,"Logon","Windows Explorer","Microsoft Corporation","c:\windows\explorer.exe","Explorer.exe",a0732187050030ae399b241436565e64,69f33740413da112630be73ebb805a23b69f2f7f,
"HKLM\SYSTEM\CurrentControlSet\Control\SafeBoot\AlternateShell","cmd.exe",enabled,"Logon","Windows Command Processor","Microsoft Corporation","c:\windows\system32\cmd.exe","cmd.exe",eeb024f2c81f0d55936fb825d21a91d6,dd47ff16176412ec2e170cda441b4a220ff52f46,
"HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Run","VMware User Process",enabled,"Logon","VMware Tools Core Service","VMware, Inc.","c:\program files\vmware\vmware tools\vmtoolsd.exe","""C:\Program Files\VMware\VMware Tools\vmtoolsd.exe"" -n vmusr",005ba7c07b7180311a01ef0bf359278a,88607587d281ad398112c78e8447bfc0a16e8d7a,
"HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Run","Adobe Reader Speed Launcher",enabled,"Logon","Adobe Acrobat SpeedLauncher","Adobe Systems Incorporated","c:\program files\adobe\reader 9.0\reader\reader_sl.exe","""C:\Program Files\Adobe\Reader 9.0\Reader\Reader_sl.exe""",505f022493d471025add399a4162208b,1a1c849ae7bdb894d29cad42bb35786a9de3846a,
"HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Run","Adobe ARM",enabled,"Logon","Adobe Reader and Acrobat Manager","Adobe Systems Incorporated","c:\program files\common files\adobe\arm\1.0\adobearm.exe","""C:\Program Files\Common Files\Adobe\ARM\1.0\AdobeARM.exe""",b8e421c0890356cd4a793d8a346d9096,30e85d80d9cefa4c55b33a1bfb6e0507a34267fa,
"HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Run","KernelFaultCheck",enabled,"Logon","Windows Error Reporting Dump Reporting Tool","Microsoft Corporation","c:\windows\system32\dumprep.exe","%systemroot%\system32\dumprep 0 -k",13922eb54890c77005268882629a31fe,0504e67f338bfe08a1a694dea598fecc603e6695,
"HKLM\SOFTWARE\Classes\Protocols\Filter","Class Install Handler",enabled,"Explorer","OLE32 Extensions for Win32","Microsoft Corporation","c:\windows\system32\urlmon.dll","HKCR\CLSID\{32B533BB-EDAE-11d0-BD5A-00AA00B92AF1}",19d0eab2740080925f812ff36a2d6378,d89d3d5ef911f670ded3dece468014c9d7192687,
"HKLM\SOFTWARE\Classes\Protocols\Filter","deflate",enabled,"Explorer","OLE32 Extensions for Win32","Microsoft Corporation","c:\windows\system32\urlmon.dll","HKCR\CLSID\{8f6b0360-b80d-11d0-a9b3-006097942311}",19d0eab2740080925f812ff36a2d6378,d89d3d5ef911f670ded3dece468014c9d7192687,
"HKLM\SOFTWARE\Classes\Protocols\Filter","gzip",enabled,"Explorer","OLE32 Extensions for Win32","Microsoft Corporation","c:\windows\system32\urlmon.dll","HKCR\CLSID\{8f6b0360-b80d-11d0-a9b3-006097942311}",19d0eab2740080925f812ff36a2d6378,d89d3d5ef911f670ded3dece468014c9d7192687,
"HKLM\SOFTWARE\Classes\Protocols\Filter","lzdhtml",enabled,"Explorer","OLE32 Extensions for Win32","Microsoft Corporation","c:\windows\system32\urlmon.dll","HKCR\CLSID\{8f6b0360-b80d-11d0-a9b3-006097942311}",19d0eab2740080925f812ff36a2d6378,d89d3d5ef911f670ded3dece468014c9d7192687,
"HKLM\SOFTWARE\Classes\Protocols\Filter","text/webviewhtml",enabled,"Explorer","Windows Shell Common Dll","Microsoft Corporation","c:\windows\system32\shell32.dll","HKCR\CLSID\{733AC4CB-F1A4-11d0-B951-00A0C90312E1}",d5988a5048e4dc7175bca9f29fc144ae,6e098eab085c08ae131b6356f4b150d68c0e3261,
"HKLM\SOFTWARE\Classes\Protocols\Handler","about",enabled,"Explorer","Microsoft (R) HTML Viewer","Microsoft Corporation","c:\windows\system32\mshtml.dll","HKCR\CLSID\{3050F406-98B5-11CF-BB82-00AA00BDCE0B}",376e0843b2356ca91cec8d9837a56ff7,397c168ff1f4b86b807d0595ca5e7af63879975a,
"HKLM\SOFTWARE\Classes\Protocols\Handler","cdl",enabled,"Explorer","OLE32 Extensions for Win32","Microsoft Corporation","c:\windows\system32\urlmon.dll","HKCR\CLSID\{3dd53d40-7b8b-11D0-b013-00aa0059ce02}",19d0eab2740080925f812ff36a2d6378,d89d3d5ef911f670ded3dece468014c9d7192687,
"HKLM\SOFTWARE\Classes\Protocols\Handler","dvd",enabled,"Explorer","ActiveX control for streaming video","Microsoft Corporation","c:\windows\system32\msvidctl.dll","HKCR\CLSID\{12D51199-0DB5-46FE-A120-47A3D7D937CC}",7b5ba7cb7cf42b557c17d08015be8a14,4ae60b12439eaa978da65303937ed6bc9c898743,
"HKLM\SOFTWARE\Classes\Protocols\Handler","file",enabled,"Explorer","OLE32 Extensions for Win32","Microsoft Corporation","c:\windows\system32\urlmon.dll","HKCR\CLSID\{79eac9e7-baf9-11ce-8c82-00aa004ba90b}",19d0eab2740080925f812ff36a2d6378,d89d3d5ef911f670ded3dece468014c9d7192687,
"HKLM\SOFTWARE\Classes\Protocols\Handler","ftp",enabled,"Explorer","OLE32 Extensions for Win32","Microsoft Corporation","c:\windows\system32\urlmon.dll","HKCR\CLSID\{79eac9e3-baf9-11ce-8c82-00aa004ba90b}",19d0eab2740080925f812ff36a2d6378,d89d3d5ef911f670ded3dece468014c9d7192687,
"HKLM\SOFTWARE\Classes\Protocols\Handler","gopher",enabled,"Explorer","OLE32 Extensions for Win32","Microsoft Corporation","c:\windows\system32\urlmon.dll","HKCR\CLSID\{79eac9e4-baf9-11ce-8c82-00aa004ba90b}",19d0eab2740080925f812ff36a2d6378,d89d3d5ef911f670ded3dece468014c9d7192687,
"HKLM\SOFTWARE\Classes\Protocols\Handler","http",enabled,"Explorer","OLE32 Extensions for Win32","Microsoft Corporation","c:\windows\system32\urlmon.dll","HKCR\CLSID\{79eac9e2-baf9-11ce-8c82-00aa004ba90b}",19d0eab2740080925f812ff36a2d6378,d89d3d5ef911f670ded3dece468014c9d7192687,
"HKLM\SOFTWARE\Classes\Protocols\Handler","https",enabled,"Explorer","OLE32 Extensions for Win32","Microsoft Corporation","c:\windows\system32\urlmon.dll","HKCR\CLSID\{79eac9e5-baf9-11ce-8c82-00aa004ba90b}",19d0eab2740080925f812ff36a2d6378,d89d3d5ef911f670ded3dece468014c9d7192687,
"HKLM\SOFTWARE\Classes\Protocols\Handler","its",enabled,"Explorer","Microsoft
h Storage System Library","Microsoft Corporation","c:\windows\system32\itss.dll","HKCR\CLSID\{9D148291-B9C8-11D0-A4CC-0000F80149F6}",a00b287bb6f78bdd3589b7e75a86a6fa,714a37b57026b3c4971ac68b1f1ba57f0e5e8b73,
"HKLM\SOFTWARE\Classes\Protocols\Handler","javascript",enabled,"Explorer","Microsoft (R) HTML Viewer","Microsoft Corporation","c:\windows\system32\mshtml.dll","HKCR\CLSID\{3050F3B2-98B5-11CF-BB82-00AA00BDCE0B}",376e0843b2356ca91cec8d9837a56ff7,397c168ff1f4b86b807d0595ca5e7af63879975a,
"HKLM\SOFTWARE\Classes\Protocols\Handler","local",enabled,"Explorer","OLE32 Extensions for Win32","Microsoft Corporation","c:\windows\system32\urlmon.dll","HKCR\CLSID\{79eac9e7-baf9-11ce-8c82-00aa004ba90b}",19d0eab2740080925f812ff36a2d6378,d89d3d5ef911f670ded3dece468014c9d7192687,
"HKLM\SOFTWARE\Classes\Protocols\Handler","mailto",enabled,"Explorer","Microsoft (R) HTML Viewer","Microsoft Corporation","c:\windows\system32\mshtml.dll","HKCR\CLSID\{3050f3DA-98B5-11CF-BB82-00AA00BDCE0B}",376e0843b2356ca91cec8d9837a56ff7,397c168ff1f4b86b807d0595ca5e7af63879975a,
"HKLM\SOFTWARE\Classes\Protocols\Handler","mhtml",enabled,"Explorer","Microsoft Internet Messaging API","Microsoft Corporation","c:\windows\system32\inetcomm.dll","HKCR\CLSID\{05300401-BCBC-11d0-85E3-00C04FD85AB4}",64528cdf39d8bc19d800be60039bb7e4,0577d733deb94a63e3c5e479d51c490795a5deea,
"HKLM\SOFTWARE\Classes\Protocols\Handler","mk",enabled,"Explorer","OLE32 Extensions for Win32","Microsoft Corporation","c:\windows\system32\urlmon.dll","HKCR\CLSID\{79eac9e6-baf9-11ce-8c82-00aa004ba90b}",19d0eab2740080925f812ff36a2d6378,d89d3d5ef911f670ded3dece468014c9d7192687,
"HKLM\SOFTWARE\Classes\Protocols\Handler","ms-its",enabled,"Explorer","Microsoft
h Storage System Library","Microsoft Corporation","c:\windows\system32\itss.dll","HKCR\CLSID\{9D148291-B9C8-11D0-A4CC-0000F80149F6}",a00b287bb6f78bdd3589b7e75a86a6fa,714a37b57026b3c4971ac68b1f1ba57f0e5e8b73,
"HKLM\SOFTWARE\Classes\Protocols\Handler","res",enabled,"Explorer","Microsoft (R) HTML Viewer","Microsoft Corporation","c:\windows\system32\mshtml.dll","HKCR\CLSID\{3050F3BC-98B5-11CF-BB82-00AA00BDCE0B}",376e0843b2356ca91cec8d9837a56ff7,397c168ff1f4b86b807d0595ca5e7af63879975a,
"HKLM\SOFTWARE\Classes\Protocols\Handler","sysimage",enabled,"Explorer","Microsoft (R) HTML Viewer","Microsoft Corporation","c:\windows\system32\mshtml.dll","HKCR\CLSID\{76E67A63-06E9-11D2-A840-006008059382}",376e0843b2356ca91cec8d9837a56ff7,397c168ff1f4b86b807d0595ca5e7af63879975a,
"HKLM\SOFTWARE\Classes\Protocols\Handler","tv",enabled,"Explorer","ActiveX control for streaming video","Microsoft Corporation","c:\windows\system32\msvidctl.dll","HKCR\CLSID\{CBD30858-AF45-11D2-B6D6-00C04FBBDE6E}",7b5ba7cb7cf42b557c17d08015be8a14,4ae60b12439eaa978da65303937ed6bc9c898743,
"HKLM\SOFTWARE\Classes\Protocols\Handler","vbscript",enabled,"Explorer","Microsoft (R) HTML Viewer","Microsoft Corporation","c:\windows\system32\mshtml.dll","HKCR\CLSID\{3050F3B2-98B5-11CF-BB82-00AA00BDCE0B}",376e0843b2356ca91cec8d9837a56ff7,397c168ff1f4b86b807d0595ca5e7af63879975a,
"HKLM\SOFTWARE\Classes\Protocols\Handler","wia",enabled,"Explorer","WIA Scripting Layer","Microsoft Corporation","c:\windows\system32\wiascr.dll","HKCR\CLSID\{13F3EA8B-91D7-4F0A-AD76-D2853AC8BECE}",dd469944b09b032e7c7fe85687c2a399,011e05ef73cfbb580043f1110bdd752add7c55b9,
"HKLM\SOFTWARE\Microsoft\Active Setup\Installed Components","Microsoft Windows Media Player",enabled,"Logon","Microsoft Windows Media Player Setup Utility","Microsoft Corporation","c:\windows\inf\unregmp2.exe","C:\WINDOWS\inf\unregmp2.exe /ShowWMP",95f11851aa8794b9716cb1ea39d00fb5,740b50b82613f28cd69ae783a719c4937aeb7ae4,
"HKLM\SOFTWARE\Microsoft\Active Setup\Installed Components","Internet Explorer",enabled,"Logon","Windows NT User Data Migration Tool","Microsoft Corporation","c:\windows\system32\shmgrate.exe","%systemroot%\system32\shmgrate.exe OCInstallUserConfigIE",d6c6f5126c671c6c224c4a1a0c72ef7d,c7d598db84d7d726380aab72f93b696378d4f6b8,
"HKLM\SOFTWARE\Microsoft\Active Setup\Installed Components","Browser Customizations",enabled,"Logon","Microsoft Internet Explorer Customization DLL","Microsoft Corporation","c:\windows\system32\iedkcs32.dll","RunDLL32 IEDKCS32.DLL,BrandIE4 SIGNUP",32a2d6ef97efaba2f6e152f4b8062954,6cf964f3ee12aaea2888d5ac8a59bc64667d34ba,
"HKLM\SOFTWARE\Microsoft\Active Setup\Installed Components","Outlook Express",enabled,"Logon","Windows NT User Data Migration Tool","Microsoft Corporation","c:\windows\system32\shmgrate.exe","%systemroot%\system32\shmgrate.exe OCInstallUserConfigOE",d6c6f5126c671c6c224c4a1a0c72ef7d,c7d598db84d7d726380aab72f93b696378d4f6b8,
"HKLM\SOFTWARE\Microsoft\Active Setup\Installed Components","Themes Setup",enabled,"Logon","Windows Theme API","Microsoft Corporation","c:\windows\system32\themeui.dll","%SystemRoot%\system32\regsvr32.exe /s /n /i:/UserInstall %SystemRoot%\system32\themeui.dll",e6796d51ced309e46d29c0b787735615,2c2d78c9590f18baf20edfb741ee75fb79353f59,
"HKLM\SOFTWARE\Microsoft\Active Setup\Installed Components","Microsoft Outlook Express 6",enabled,"Logon","Outlook Express Setup Library","Microsoft Corporation","c:\program files\outlook express\setup50.exe","""%ProgramFiles%\Outlook Express\setup50.exe"" /APP:OE /CALLER:WINNT /user /install",1a67eee45c2045a69e4dcddf20c41100,3ea5973175ddebc197bd4c7f55689306b84ec6fb,
"HKLM\SOFTWARE\Microsoft\Active Setup\Installed Components","NetMeeting 3.01",enabled,"Logon","ADVPACK","Microsoft Corporation","c:\windows\system32\advpack.dll","rundll32.exe advpack.dll,LaunchINFSection C:\WINDOWS\INF\msnetmtg.inf,NetMtg.Install.PerUser.NT",2301ad7b56d8d26936fff4968d2d9dc6,7e0d7a9804b526621e63faa9c1a9fdd9b61aad7a,
"HKLM\SOFTWARE\Microsoft\Active Setup\Installed Components","Internet Explorer",enabled,"Logon","Windows Setup API","Microsoft Corporation","c:\windows\system32\setupapi.dll","%SystemRoot%\System32\rundll32.exe setupapi,InstallHinfSection MarketplaceLinkInstall 896 %systemroot%\inf\ie.inf",7808313cbc634ee08346d5ddfef1cc5f,45885617c514191ae81f6f4302fc9f232cccf066,
"HKLM\SOFTWARE\Microsoft\Active Setup\Installed Components","Windows Messenger 4.7",enabled,"Logon","ADVPACK","Microsoft Corporation","c:\windows\system32\advpack.dll","rundll32.exe advpack.dll,LaunchINFSection C:\WINDOWS\INF\msmsgs.inf,BLC.QuietInstall.PerUser",2301ad7b56d8d26936fff4968d2d9dc6,7e0d7a9804b526621e63faa9c1a9fdd9b61aad7a,
"HKLM\SOFTWARE\Microsoft\Active Setup\Installed Components","Microsoft Windows Media Player",enabled,"Logon","ADVPACK","Microsoft Corporation","c:\windows\system32\advpack.dll","rundll32.exe advpack.dll,LaunchINFSection C:\WINDOWS\INF\wmp.inf,PerUserStub",2301ad7b56d8d26936fff4968d2d9dc6,7e0d7a9804b526621e63faa9c1a9fdd9b61aad7a,
"HKLM\SOFTWARE\Microsoft\Active Setup\Installed Components","Address Book 6",enabled,"Logon","Outlook Express Setup Library","Microsoft Corporation","c:\program files\outlook express\setup50.exe","""%ProgramFiles%\Outlook Express\setup50.exe"" /APP:WAB /CALLER:WINNT /user /install",1a67eee45c2045a69e4dcddf20c41100,3ea5973175ddebc197bd4c7f55689306b84ec6fb,
"HKLM\SOFTWARE\Microsoft\Active Setup\Installed Components","Windows Desktop Update",enabled,"Logon","Windows Shell Common Dll","Microsoft Corporation","c:\windows\system32\shell32.dll","regsvr32.exe /s /n /i:U shell32.dll",d5988a5048e4dc7175bca9f29fc144ae,6e098eab085c08ae131b6356f4b150d68c0e3261,
"HKLM\SOFTWARE\Microsoft\Active Setup\Installed Components","Internet Explorer 6",enabled,"Logon","IE 5.0 Per-User Install Utility","Microsoft Corporation","c:\windows\system32\ie4uinit.exe","%SystemRoot%\system32\ie4uinit.exe",30344293216ba699c5c16203cf79e914,419f136d1547e8c14c84052445010263b60ac225,
"HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\SharedTaskScheduler","Browseui preloader",enabled,"Explorer","Shell Browser UI Library","Microsoft Corporation","c:\windows\system32\browseui.dll","HKCR\CLSID\{438755C2-A8BA-11D1-B96B-00A0C90312E1}",ad93d4a84960163cd14e94b1ec3f6d33,7be0bc9afc62eac794e9f43f8b462f433a9adf23,
"HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\SharedTaskScheduler","Component Categories cache daemon",enabled,"Explorer","Shell Browser UI Library","Microsoft Corporation","c:\windows\system32\browseui.dll","HKCR\CLSID\{8C7461EF-2B13-11d2-BE35-3078302C2030}",ad93d4a84960163cd14e94b1ec3f6d33,7be0bc9afc62eac794e9f43f8b462f433a9adf23,
"HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\ShellServiceObjectDelayLoad","PostBootReminder",enabled,"Explorer","Windows Shell Common Dll","Microsoft Corporation","c:\windows\system32\shell32.dll","HKCR\CLSID\{7849596a-48ea-486e-8937-a2a3009f31a9}",d5988a5048e4dc7175bca9f29fc144ae,6e098eab085c08ae131b6356f4b150d68c0e3261,
"HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\ShellServiceObjectDelayLoad","CDBurn",enabled,"Explorer","Windows Shell Common Dll","Microsoft Corporation","c:\windows\system32\shell32.dll","HKCR\CLSID\{fbeb8a05-beee-4442-804e-409d6c4515e9}",d5988a5048e4dc7175bca9f29fc144ae,6e098eab085c08ae131b6356f4b150d68c0e3261,
"HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\ShellServiceObjectDelayLoad","WebCheck",enabled,"Explorer","Web Site Monitor","Microsoft Corporation","c:\windows\system32\webcheck.dll","HKCR\CLSID\{E6FB5E20-DE35-11CF-9C87-00AA005127ED}",6501db5182d5a8c0f1f1707286161d66,ad43fd64c3e431ac32b9910cbe258f5a11ee1785,
"HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\ShellServiceObjectDelayLoad","SysTray",enabled,"Explorer","Systray shell service object","Microsoft Corporation","c:\windows\system32\stobject.dll","HKCR\CLSID\{35CEC8A3-2BE6-11D2-8773-92E220524153}",297101a925ecffdcdf7f6341ffbb6c1a,354af0494d4c479cc65e040a90101c18e5a9cccd,
"HKLM\Software\Microsoft\Windows\CurrentVersion\Explorer\Browser Helper Objects","Adobe PDF Link Helper",enabled,"Internet Explorer","Adobe PDF Helper for Internet Explorer","Adobe Systems Incorporated","c:\program files\common files\adobe\acrobat\activex\acroiehelpershim.dll","HKCR\CLSID\{18DF081C-E8AD-4283-A596-FA578C2EBDC3}",1f9b3487739b31c3d770728cb157a54d,065706014651a0434fc746040cd26768d7ce4106,
"HKLM\Software\Microsoft\Windows\CurrentVersion\Explorer\ShellExecuteHooks","URL Exec Hook",enabled,"Explorer","Windows Shell Common Dll","Microsoft Corporation","c:\windows\system32\shell32.dll","HKCR\CLSID\{AEB6717E-7E19-11d0-97EE-00C04FD91972}",d5988a5048e4dc7175bca9f29fc144ae,6e098eab085c08ae131b6356f4b150d68c0e3261,
"HKLM\Software\Classes\*\ShellEx\ContextMenuHandlers","7-Zip",enabled,"Explorer","7-Zip Shell Extension","Igor Pavlov","c:\program files\7-zip\7-zip.dll","HKCR\CLSID\{23170F69-40C1-278A-1000-000100020000}",95151d7903fef5f221a3b5be603e69bf,297e678c34311191c4602b6f4e920362e8a089a4,
"HKLM\Software\Classes\*\ShellEx\ContextMenuHandlers","Offline Files",enabled,"Explorer","Client Side Caching UI","Microsoft Corporation","c:\windows\system32\cscui.dll","HKCR\CLSID\{750fdf0e-2a26-11d1-a3ea-080036587f03}",51230212ae7f8159a90f06a7ea30dd8a,d4dfc4b2cffa95099059ba5ad5ad6204543c9723,
"HKLM\Software\Classes\*\ShellEx\ContextMenuHandlers","Open With",enabled,"Explorer","Windows Shell Common Dll","Microsoft Corporation","c:\windows\system32\shell32.dll","HKCR\CLSID\{09799AFB-AD67-11d1-ABCD-00C04FC30936}",d5988a5048e4dc7175bca9f29fc144ae,6e098eab085c08ae131b6356f4b150d68c0e3261,
"HKLM\Software\Classes\*\ShellEx\ContextMenuHandlers","Open With EncryptionMenu",enabled,"Explorer","Windows Shell Common Dll","Microsoft Corporation","c:\windows\system32\shell32.dll","HKCR\CLSID\{A470F8CF-A1E8-4f65-8335-227475AA5C46}",d5988a5048e4dc7175bca9f29fc144ae,6e098eab085c08ae131b6356f4b150d68c0e3261,
"HKLM\Software\Classes\*\ShellEx\ContextMenuHandlers","Start Menu Pin",enabled,"Explorer","Windows Shell Common Dll","Microsoft Corporation","c:\windows\system32\shell32.dll","HKCR\CLSID\{a2a9545d-a0c2-42b4-9708-a0b2badd77c8}",d5988a5048e4dc7175bca9f29fc144ae,6e098eab085c08ae131b6356f4b150d68c0e3261,
"HKLM\Software\Classes\*\ShellEx\PropertySheetHandlers","CryptoSignMenu",enabled,"Explorer","Crypto Shell Extensions","Microsoft Corporation","c:\windows\system32\cryptext.dll","HKCR\CLSID\{7444C719-39BF-11D1-8CD9-00C04FC29D45}",a6419ee5ffc57b40d52bfaf995d4faa3,e1132144bc4a8c525fca3efe7ace4ee020de6a32,
"HKLM\Software\Classes\*\ShellEx\PropertySheetHandlers","Security Shell Extension",enabled,"Explorer","Security Shell Extension","Microsoft Corporation","c:\windows\system32\rshx32.dll","HKCR\CLSID\{1F2E5C40-9550-11CE-99D2-00AA006E086C}",7f099cc6a3e904125124232046e81d00,882f1ceeab98e13f2213a45b1fa139372ce548cc,
"HKLM\Software\Classes\*\ShellEx\PropertySheetHandlers","OLE Docfile Property Page",enabled,"Explorer","OLE DocFile Property Page","Microsoft Corporation","c:\windows\system32\docprop.dll","HKCR\CLSID\{3EA48300-8CF6-101B-84FB-666CCB9BCD32}",3d4f2a08c0d060b62894c1d1a25b5125,98646dd5ca68918083726bfa1417ad21efae3c27,
"HKLM\Software\Classes\*\ShellEx\PropertySheetHandlers","Microsoft DocProp Shell Ext",enabled,"Explorer","Microsoft DocProp Shell Ext","Microsoft Corporation","c:\windows\system32\docprop2.dll","HKCR\CLSID\{883373C3-BF89-11D1-BE35-080036B11A03}",258df8e455d7393344be098fd82d46e3,dc9fe360cab87dce060f282c9a866b79a08ee2ed,
"HKLM\Software\Classes\AllFileSystemObjects\ShellEx\ContextMenuHandlers","Send To",enabled,"Explorer","Windows Shell Common Dll","Microsoft Corporation","c:\windows\system32\shell32.dll","HKCR\CLSID\{7BA4C740-9E81-11CF-99D3-00AA004AE837}",d5988a5048e4dc7175bca9f29fc144ae,6e098eab085c08ae131b6356f4b150d68c0e3261,
"HKLM\Software\Classes\AllFileSystemObjects\ShellEx\PropertySheetHandlers","Previous Versions Property Page",enabled,"Explorer","Previous Versions property page","Microsoft Corporation","c:\windows\system32\twext.dll","HKCR\CLSID\{596AB062-B4D2-4215-9F74-E9109B0A8153}",57b3a56d3cbec3612c06bf33f6e2ecd8,c76d3c984e44a6b3d24ba1cc9fffe841119258b5,
"HKLM\Software\Classes\Directory\ShellEx\ContextMenuHandlers","7-Zip",enabled,"Explorer","7-Zip Shell Extension","Igor Pavlov","c:\program files\7-zip\7-zip.dll","HKCR\CLSID\{23170F69-40C1-278A-1000-000100020000}",95151d7903fef5f221a3b5be603e69bf,297e678c34311191c4602b6f4e920362e8a089a4,
"HKLM\Software\Classes\Directory\ShellEx\ContextMenuHandlers","EncryptionMenu",enabled,"Explorer","Windows Shell Common Dll","Microsoft Corporation","c:\windows\system32\shell32.dll","HKCR\CLSID\{A470F8CF-A1E8-4f65-8335-227475AA5C46}",d5988a5048e4dc7175bca9f29fc144ae,6e098eab085c08ae131b6356f4b150d68c0e3261,
"HKLM\Software\Classes\Directory\ShellEx\ContextMenuHandlers","Offline Files",enabled,"Explorer","Client Side Caching UI","Microsoft Corporation","c:\windows\system32\cscui.dll","HKCR\CLSID\{750fdf0e-2a26-11d1-a3ea-080036587f03}",51230212ae7f8159a90f06a7ea30dd8a,d4dfc4b2cffa95099059ba5ad5ad6204543c9723,
"HKLM\Software\Classes\Directory\ShellEx\ContextMenuHandlers","Sharing",enabled,"Explorer","Shell extensions for sharing","Microsoft Corporation","c:\windows\system32\ntshrui.dll","HKCR\CLSID\{f81e9010-6ea4-11ce-a7ff-00aa003ca9f6}",385e9aec6e100dbebee5bd1f27a55e1d,c95e9a69c30ed628cf4365a3402f21496eedbe7c,
"HKLM\Software\Classes\Directory\Shellex\DragDropHandlers","7-Zip",enabled,"Explorer","7-Zip Shell Extension","Igor Pavlov","c:\program files\7-zip\7-zip.dll","HKCR\CLSID\{23170F69-40C1-278A-1000-000100020000}",95151d7903fef5f221a3b5be603e69bf,297e678c34311191c4602b6f4e920362e8a089a4,
"HKLM\Software\Classes\Directory\Shellex\PropertySheetHandlers","Sharing",enabled,"Explorer","Shell extensions for sharing","Microsoft Corporation","c:\windows\system32\ntshrui.dll","HKCR\CLSID\{f81e9010-6ea4-11ce-a7ff-00aa003ca9f6}",385e9aec6e100dbebee5bd1f27a55e1d,c95e9a69c30ed628cf4365a3402f21496eedbe7c,
"HKLM\Software\Classes\Directory\Shellex\PropertySheetHandlers","Security Shell Extension",enabled,"Explorer","Security Shell Extension","Microsoft Corporation","c:\windows\system32\rshx32.dll","HKCR\CLSID\{1F2E5C40-9550-11CE-99D2-00AA006E086C}",7f099cc6a3e904125124232046e81d00,882f1ceeab98e13f2213a45b1fa139372ce548cc,
"HKLM\Software\Classes\Directory\Shellex\PropertySheetHandlers","Previous Versions Property Page",enabled,"Explorer","Previous Versions property page","Microsoft Corporation","c:\windows\system32\twext.dll","HKCR\CLSID\{596AB062-B4D2-4215-9F74-E9109B0A8153}",57b3a56d3cbec3612c06bf33f6e2ecd8,c76d3c984e44a6b3d24ba1cc9fffe841119258b5,
"HKLM\Software\Classes\Directory\Shellex\PropertySheetHandlers","DfsShell Class",enabled,"Explorer","Distributed File System shell extension","Microsoft Corporation","c:\windows\system32\dfsshlex.dll","HKCR\CLSID\{ECCDF543-45CC-11CE-B9BF-0080C87CDBA6}",d825a8ba2ff3677173c0e14010b5f55c,bd0068834db578d06cef60f34bff471961377dd3,
"HKLM\Software\Classes\Directory\Shellex\PropertySheetHandlers","Folder Customization Tab",enabled,"Explorer","Windows Shell Common Dll","Microsoft Corporation","c:\windows\system32\shell32.dll","HKCR\CLSID\{ef43ecfe-2ab9-4632-bf21-58909dd177f0}",d5988a5048e4dc7175bca9f29fc144ae,6e098eab085c08ae131b6356f4b150d68c0e3261,
"HKLM\Software\Classes\Directory\Shellex\CopyHookHandlers","CDF",enabled,"Explorer","Shell Doc Object and Control Library","Microsoft Corporation","c:\windows\system32\shdocvw.dll","HKCR\CLSID\{67EA19A0-CCEF-11d0-8024-00C04FD75D13}",79cc4aad58112a87175b65d8b2b4ffb7,9af6cd4cccab666db8fbbae14633bab7f237d4e6,
"HKLM\Software\Classes\Directory\Shellex\CopyHookHandlers","FileSystem",enabled,"Explorer","Windows Shell Common Dll","Microsoft Corporation","c:\windows\system32\shell32.dll","HKCR\CLSID\{217FC9C0-3AEA-1069-A2DB-08002B30309D}",d5988a5048e4dc7175bca9f29fc144ae,6e098eab085c08ae131b6356f4b150d68c0e3261,
