SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\BthEnum","ImagePath","c:\windows\system32\DRIVERS\BthEnum.sys",cf98190a94f62e405c8cb255018b2315
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\BTHMODEM","ImagePath","c:\windows\system32\drivers\bthmodem.sys",9da669f11d1f894ab4eb69bf546a42e8
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\BthPan","ImagePath","c:\windows\system32\DRIVERS\bthpan.sys",02dd601b708dd0667e1331fa8518e9ff
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\BTHPORT","ImagePath","c:\windows\System32\Drivers\BTHport.sys",738d0e9272f59eb7a1449c3ec118e6c4
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\bthserv\Parameters","ServiceDll","C:\Windows\system32\bthserv.dll",95f9c2976059462cbbf227f7aab10de9
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\BTHUSB","ImagePath","c:\windows\System32\Drivers\BTHUSB.sys",f188b7394d81010767b6df3178519a37
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\btmaux","ImagePath","c:\windows\system32\DRIVERS\btmaux.sys",c7bc070d31514017717a25c60f479896
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\btmhsf","ImagePath","c:\windows\system32\DRIVERS\btmhsf.sys",3c74f2960f64f403c865afdea80f602a
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\c2cautoupdatesvc","ImagePath","C:\Program Files (x86)\Skype\Toolbars\AutoUpdate\SkypeC2CAutoUpdateSvc.exe",52ae2cdd37ab735fbda52263efd524aa
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\c2cpnrsvc","ImagePath","C:\Program Files (x86)\Skype\Toolbars\PNRSvc\SkypeC2CPNRSvc.exe",c35b91b6777e7c6db67b8583d2aa66a7
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\cdfs","ImagePath","c:\windows\system32\DRIVERS\cdfs.sys",b8bd2bb284668c84865658c77574381a
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\cdrom","ImagePath","c:\windows\system32\drivers\cdrom.sys",f036ce71586e93d94dab220d7bdf4416
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\CertPropSvc\Parameters","ServiceDll","C:\Windows\System32\certprop.dll",f17d1d393bbc69c5322fbfafaca28c7f
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\circlass","ImagePath","c:\windows\system32\drivers\circlass.sys",d7cd5c4e1b71fa62050515314cfb52cf
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\CLFS","ImagePath","c:\windows\System32\CLFS.sys",fe1ec06f2253f691fe36217c592a0206
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\ClickToRunSvc","ImagePath","C:\Program Files\Microsoft Office 15\ClientX64\OfficeClickToRun.exe",43102f2322f0cb42a7d2c685278bc460
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\clr_optimization_v2.0.50727_32","ImagePath","C:\Windows\Microsoft.NET\Framework\v2.0.50727\mscorsvw.exe",f13ec8a783e0cb0d6dc26a3ca848b7b8
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\clr_optimization_v2.0.50727_64","ImagePath","C:\Windows\Microsoft.NET\Framework64\v2.0.50727\mscorsvw.exe",b4d73f04e9bc076f7cdac4327df636bb
SSHOOK-PC,"HKLM\System\CurrentControlSet\Services\clr_optimization_v4.0.30319_32","ImagePath","C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe",e87213f37a13e2b54391e40934f071d0
